id,season,episode,scene,line_text,speaker,deleted
37131,6,20,27,Psst. Hey. Erin.,Angela,False
37133,6,20,27,You embarrassed me earlier.,Angela,False
37135,6,20,27,You think I want people remembering I had sensual relations with Andy? It's the kind of thing you wish you could have annulled. I want to throw up just thinking about it.,Angela,False
37137,6,20,27,You are throwing up for the wrong reasons!,Angela,False
37139,6,20,28,Hey. You know I was engaged before Jim.,Pam,False
37141,6,20,28,Yeah. And he worked here too.,Pam,False
37143,6,20,28,"No, no it wasn't Andy. It wasn't. It doesn't matter. It's not about who you've been with. It's about who you end up with. Sometimes the heart doesn't know what it wants until it finds what it wants.",Pam,False
37145,6,20,28,Thank you. [kisses Jim on the cheek],Pam,False
37147,6,20,30,[answers phone] Hey Toby.,Pam,False
37149,6,20,30,Very interesting.,Pam,False
37151,6,20,30,[Gabe walks in] Thanks Toby.,Pam,False
37153,6,20,30,I don't think an apology is enough. I really think the only way for me to learn my lesson is to take my suspension.,Pam,False
37154,6,20,30,"And I got to take this bad attitude, and I got to go home, and I got to adjust it. And I hope the suspension does that.",Jim,False
37155,6,20,30,"[gets up and walks towards Gabe] Prideful idiots. Watch how it's done. [Jim and Pam get their things together and start to leave] Gabriel, I apologize.",Dwight,False
37157,6,20,30,[gets on one knee] I kneel before you.,Dwight,False
37159,6,20,30,Humbly taking your hand upon which I kiss to show my contrition.,Dwight,False
37162,6,20,31,"Will you stop walking for one second? That's it. There's no other secrets. Ok? I mean yeah, my chest is not naturally hairless, and my parents pay my credit card bill.",Andy,False
37164,6,20,31,A year.,Andy,False
37166,6,20,31,Yeah but that's it. Now you know everything about me. I promise. And if I think of anything else...,Andy,False
37168,6,20,31,I didn't see that movie.,Andy,False
37172,6,20,32,Sounds like they just got to go home with pay.,Oscar,False
37175,6,20,32,What was that? Are you kidding me? Was that an impression?,Dwight,False
37177,6,20,32,"[imitating Gabe] Uh guys, I'm now going to apologize for the mess that we're in because corporate told me to. I just want you to know that I laugh like a crazy person.",Kevin,False
37179,6,20,32,I have to go back to the zoo to the stick insect exhibit.',Dwight,False
37180,6,20,32,Ciao' Right? 'Ciao. I say Ciao because I'm fancy from Tallahassee.',Kevin,False
37183,6,20,33,Erin?,Michael,False
37185,6,20,33,"No, no, I was just watching Cookie Monster. It finally downloaded. Mind if I sit down?",Michael,False
37187,6,20,33,Oh. Yep. I'm sorry about that. I feel... I'm sorry I caused that thing.,Michael,False
37189,6,20,33,"Well, yeah, yes. But I still feel sorry. You know what, I wouldn't worry about Angela. She doesn't hold a candle to you, Erin. She's old enough to be your mom for one thing. And she's, like, three feet tall. And she wears pioneer women clothing. And I don't think she's ever pooped in her life. And Andy, you know, come on. Andy, his butt looks big in those khakis.",Michael,False
37191,6,20,33,You said butt.,Michael,False
37193,6,20,33,"Ahh! You said it! You know who you would love? Oh, this guy in my neighborhood, Tom Dizemore. This is him: 'Hey! Hey Scott!'",Michael,False
37194,6,20,34,"Sometimes telling someone something is hard. Well, at least someone made her happy on Secretary's Day.",Andy,False
37196,6,20,36,I made the most brilliant retaliation video. It's awesome.,Kevin,False
37198,6,20,37,"Yeah, I mean, the Count has a very distinct voice.",Jim,False
37199,6,20,37,Yeah. 'I vant to count to ten'.,Pam,False
37200,6,20,37,"But Oscar is an accountant, and the Count counts numbers.",Kevin,False
37202,6,20,37,Why didn't you do Oscar the Grouch?,Oscar,False
37203,6,20,37,That would have been funny.,Pam,False
37204,6,20,37,But the Count is purple and Oscar wears purple.,Kevin,False
37205,6,20,37,"[walking up] Oh, oh, I was just watching that. Did you do that, man? 'Oscar. I am the Count.' Nailed him. Nailed him. [Gives Kevin a fist pump] Good work Cookie Monster.",Michael,False
37206,6,20,37,Thank you.,Kevin,False
37207,6,21,1,"Buenos dias, Erin.",Michael,False
37209,6,21,1,"No, no, no, no. Solamente en espanol, por favor.",Michael,False
37210,6,21,2,"I believe that every man, woman, and child in this country should learn how to speak Spanish. They are our neighbors to the South, and this would be a healing thing for... for all of North America. And... I am going on vacation next week to Cancun.",Michael,False
37211,6,21,3,"Buenos dias, Jaime.",Michael,False
37212,6,21,3,"Buenos dias, Miguel. Como estas? Bien? Claro que si! Yo estoy fantastico. Que pasa?",Jim,False
37213,6,21,3,"Ha ha! Buenos dias, Dwight!",Michael,False
37214,6,21,3,"Guten tag, Herr Michael.",Dwight,False
37215,6,21,4,"I don't understand why Michael is wasting his time with Spanish. I have it on very good authority that within 20 years, everyone will be speaking German. Or a Chinese-German hybrid.",Dwight,False
37216,6,21,5,La telefona.,Michael,False
37217,6,21,5,El telefono.,Oscar,False
37218,6,21,6,"Michael's having a hard time with the gender part of Spanish. So I told him to mark everything with the international symbol for gender. And, um... [holds up two blurred-out drawings of male and female genitalia] I should have been more specific.",Oscar,False
37219,6,21,7,Your office is full of genitalia.,Oscar,False
37220,6,21,7,"[clears throat] Oh. Eso es lo que dice, el!",Michael,False
37221,6,21,7,That's what he says?',Oscar,False
37222,6,21,7,"Damn it. [knock on door] Ah, Angelo.",Michael,False
37223,6,21,7,Angela. [Michael sticks post-it on Angela's forehead with female genitalia] Michael.,Angela,False
37224,6,21,7,Yo soy Cancun.,Michael,False
37225,6,21,7,"[removes post-it, leaves] Uhh!",Angela,False
37226,6,21,8,"All right, so I'll finish up on bulk pricing, and then you go into delivery guarantee.",Jim,False
37227,6,21,8,"You know, maybe there's an opportunity for a joke there, like, um... like, [vaudeville delivery] 'I just delivered a baby. They didn't offer me a guarantee.'",Pam,False
37228,6,21,8,"Yeah, or maybe we don't even need that.",Jim,False
37229,6,21,8,Can you smell the power of the Halperts? Power couple.,Michael,False
37230,6,21,8,"You know what? I should be getting this client, Michael. My numbers are better than either of theirs.",Dwight,False
37231,6,21,8,I went with the people I thought would put the best face on the company.,Michael,False
37232,6,21,8,"If you want people to put the best face on something, why would you get two people who probably never cut the face off of anything in their lives?",Dwight,False
37233,6,21,8,[whispers] That's a good point.,Jim,False
37234,6,21,9,This is our first joint sales pitch. I think we're gonna work really well together.,Pam,False
37235,6,21,9,Yeah I think we have complimentary strengths. We understand each other.,Jim,False
37236,6,21,9,"We have good give and take. [vaudeville delivery] I give, he takes.",Pam,False
37237,6,21,9,[whispering] I don't even know who you are anymore.,Jim,False
37238,6,21,9,[vaudeville delivery] Yee.,Pam,False
37240,6,21,10,"Oh, hey, Miss Newton. Hi, I'm Jim.",Jim,False
37242,6,21,10,How are you?,Jim,False
37243,6,21,10,Did somebody order a hooker over here?,Michael,False
37245,6,21,10,Hi. How are you?,Michael,False
37246,6,21,11,"There's this woman I met a few weeks ago. Her name is Donna, the manager of Sid & Dexter's and, right now, we're in the midst of a passionate love affair. Um, no. But she is coming by today. Maybe to buy some printers, so...",Michael,False
37247,6,21,12,"Right here, we have the wonder twins, Jim and Pam Halpert. They will be assisting you today.",Michael,False
37249,6,21,12,"Oh, no we're actually married. We're not brother and sister.",Pam,False
37251,6,21,12,All right.,Jim,False
37253,6,21,12,I knew it. You should see their baby.,Angela,False
37254,6,21,13,"[explaining PowerPoint to Donna] So, yes, laser printers are more expensive. But they cost less to operate [knocking] So it's a tradeoff.",Jim,False
37255,6,21,13,[barges in] Hi.,Michael,False
37256,6,21,13,Hold on one second.,Jim,False
37257,6,21,13,"Sorry to interrupt. Sorry to interrupt. Do you, Donna, by any chance shop at Victoria's Secret?",Michael,False
37258,6,21,13,What?,Jim,False
37259,6,21,13,Because I keep getting these magazines sent to me via the address of the woman who used to live in my condo before me.,Michael,False
37260,6,21,13,None of this is time sensitive.,Jim,False
37261,6,21,13,"Uh, yes, uh, the sale is on now through May.",Michael,False
37263,6,21,13,"Okay, I have more of them.",Michael,False
37266,6,21,14,What is this?,Dwight,False
37268,6,21,14,"It doesn't just sound a'ight, it sounds amazing.",Dwight,False
37270,6,21,14,How do I apply?,Dwight,False
37272,6,21,14,"Uh, glasses wearers. Cholera survivors. Geniuses. Non-organic family farmers. The list goes on and on. You want me to keep going?",Dwight,False
37274,6,21,14,Come here. Come here.,Dwight,False
37276,6,21,14,"Ten seconds ago, this guy was driving a forklift. Okay? Now all off a sudden he's Cinderella of the office. What are you guys thinking?",Dwight,False
37279,6,21,15,"One minority from this branch is going to get into this program. Who would I refer? Hmm... the competent, hardworking one who does things his own way, or the malleable simpleton who can be bought for a few fashion magazines?",Dwight,False
37281,6,21,16,"Oh, man. White people, right?",Dwight,False
37283,6,21,16,"Well, you can kinda tell from the voice.",Dwight,False
37285,6,21,16,"I bet you get pulled over by the cops a lot, just because of your race.",Dwight,False
37287,6,21,16,I think you should consider applying for the executive minority training program.,Dwight,False
37289,6,21,16,"I know, 'cause you have no role models. How many Indian CEO's can you think of?",Dwight,False
37291,6,21,16,You could be the Indian Bill Gates. You could be the Indian Ted Turner.,Dwight,False
37293,6,21,16,That's not... she's... okay. Yes.,Dwight,False
37294,6,21,17,"I took the liberty to scan a few things earlier, and I want to show you... there we go! [Michael's picture pops up on the PowerPoint screen] Whoa, look at those vivid colors. Look at my eyes. Those are Shrek-green eyes. That is me again. I think this displays the crisp, dazzling white.",Michael,False
37296,6,21,17,"And that would be a display [image from a catalog of a man wearing only white boxers pops up] of the crisp, gorgeous black.",Michael,False
37298,6,21,18,"It's subtle. That's how it works. I show her an image that turns her on. 	And then she looks at me, then back at me, then back at the image. Soon, she doesn't know what is me, what is the image. She just knows that she's turned on.",Michael,False
37299,6,21,19,This is a place that I like to go to be alone with my thoughts. I've never taken anybody there before.,Michael,False
37301,6,21,19,Ryan.,Michael,False
37303,6,21,19,And that's it. That's me. That's who I am.,Michael,False
37305,6,21,19,"Oh, thanks. [softly] You're not bad, either.",Michael,False
37307,6,21,19,Hmm.,Michael,False
37309,6,21,19,Jim! Could you come in here for a sec? What was that printer we were looking at?,Michael,False
37310,6,21,20,"[in his office] You didn't see it, Pam. She was giving me all sorts of signals that she wanted me to make a move. Shortbread?",Michael,False
37311,6,21,20,No.,Jim,False
37312,6,21,20,I'll have one.,Pam,False
37313,6,21,20,"Well, maybe you shouldn't try to kiss people at work.",Jim,False
37314,6,21,20,"Oh really, Jim? What about Pam? And you did a heck of a lot more than kiss. Maybe this could be my Pam.",Michael,False
37315,6,21,20,"Okay. Well, all that is irrelevant.",Jim,False
37316,6,21,20,"Maybe Michael has a point. I mean, if she was really that upset, she wouldn't still be here.",Pam,False
37318,6,21,22,"Look, I know that I screwed up in there. I know that I probably messed up your sale. I just want to go in and fix it.",Michael,False
37319,6,21,22,What if I back out and you finish the pitch with Jim?,Pam,False
37320,6,21,22,What?,Jim,False
37321,6,21,23,What was that?,Jim,False
37322,6,21,23,Just let him flirt with her. People meet each other all sorts of ways.,Pam,False
37323,6,21,23,"Pam, you know he's not gonna get anywhere, and he's gonna blow our sale.",Jim,False
37324,6,21,23,Who cares? [Michael peeking at them through his office window] It's not that huge a sale.,Pam,False
37325,6,21,23,"Hey, the Schwab guy told us to treat every sale like it was a huge sale.",Jim,False
37326,6,21,23,"Don't act like you understood anything that guy said. [pat's Jim's arm] Good luck, wingman. [salutes]",Pam,False
37327,6,21,24,How as being a minority affected you?,Dwight,False
37329,6,21,24,"Oh, good, and you resent this because...",Dwight,False
37331,6,21,24,"Oh, no, no. That's not dorky. [Dwight wears his phone like that] Look, it's easily accessible. Boom, like this. 911, hello. Scranton Strangler's in the house. Inside the house.",Dwight,False
37334,6,21,25,[looking it] Look at that. She's totally flirting with him.,Kevin,False
37338,6,21,25,Maybe she's just pushing her breasts together to make them look bigger.,Pam,False
37339,6,21,25,[tries it by crossing his arms] Like that? [to Andy],Kevin,False
37341,6,21,26,"Uh, for that printer, yes. Unfortunately we don't have a lot of flexibility.",Jim,False
37343,6,21,26,Yeah. [chuckles],Jim,False
37344,6,21,26,"So maybe we could find a little wiggle room, right?",Michael,False
37345,6,21,26,What's that?,Jim,False
37346,6,21,26,Maybe wee find some wiggle room?,Michael,False
37347,6,21,26,I don't... I don't think so.,Jim,False
37348,6,21,26,I think we could. [Donna giggles],Michael,False
37349,6,21,27,I don't see how we could possibly sell these for that little without losing money. Delivery alone will cost...,Oscar,False
37350,6,21,27,"Okay, well sometimes... sometimes it makes financial sense to lose money, right? Like for tax purposes.",Michael,False
37351,6,21,27,"Actually, ran the numbers on this, and in this case, it makes more financial sense to gain money.",Oscar,False
37352,6,21,27,Why don't you run them again?,Michael,False
37353,6,21,27,What if she's just flirting with you to get a better price?,Jim,False
37354,6,21,27,"If she is, it's working.",Michael,False
37355,6,21,27,"Yeah, Michael, here's a trick. Ask her if she wants a mint. If she says 'no,' then she is not interested.",Kevin,False
37356,6,21,28,She does not like him.,Jim,False
37357,6,21,28,You can flirt with someone to get what you want and also be attracted to them. How do you think we got together?,Pam,False
37358,6,21,28,cause I stopped by your desk like 15 times a day.,Jim,False
37359,6,21,28,I was after your money.,Pam,False
37360,6,21,28,"Well, the joke was on you.",Jim,False
37361,6,21,28,"Yes, it was.",Pam,False
37364,6,21,29,Hey... what are you guys doing?,Dwight,False
37368,6,21,29,"You know, we really should keep practicing for this interview.",Dwight,False
37370,6,21,29,Ryan? What does he know?,Dwight,False
37373,6,21,29,We?',Dwight,False
37376,6,21,30,"Kelly will be even worse than Darryl. If you'd have told me this morning that today I'd be creating a monster capable f my own destruction, I 'd have thought you were referring to the bull Mose and I are trying to reanimate.",Dwight,False
37377,6,21,31,So corporate approval of this contract is contingent upon buyer and seller...,Michael,False
37379,6,21,31,Operating blahdy blahdy blah. Boilerplate. Pound of fish. [Donna laughing] Just kidding. Do you like mints?,Michael,False
37381,6,21,31,I carry mints with me sometimes. You ever tried those?,Michael,False
37383,6,21,31,They're good [Donna grabs mint],Michael,False
37385,6,21,31,Sure.,Michael,False
37387,6,21,32,I can't stop myself from kissing her.,Michael,False
37388,6,21,32,"Yeah, now you know how I feel sitting next to those M&M's all day.",Kevin,False
37389,6,21,32,"Well, why don't you just move the M&M's?",Andy,False
37390,6,21,32,"Well, why don't you shut up!",Kevin,False
37391,6,21,32,"Okay, guys, guys, guys. Just tell me it's not totally insane to try one more time.",Michael,False
37392,6,21,32,It is totally insane.,Jim,False
37393,6,21,32,"Michael, he's right. You are turning into a stalker.",Oscar,False
37394,6,21,32,Okay. What do you think?,Michael,False
37395,6,21,32,"I think it's over, man.",Kevin,False
37396,6,21,32,Andy?,Michael,False
37397,6,21,32,Ehh.,Andy,False
37398,6,21,32,"Okay, some for, some against.",Michael,False
37399,6,21,32,Nobody's for.,Jim,False
37400,6,21,32,Pam?,Michael,False
37401,6,21,32,Hmm?,Pam,False
37403,6,21,32,"Um... I think it's really, really unlikely.",Pam,False
37404,6,21,32,Okay.,Jim,False
37405,6,21,32,Really unlikely. But I can't say that it's impossible.,Pam,False
37406,6,21,32,What?,Jim,False
37407,6,21,33,"I'm not saying she's in love with him. But she could have left a while ago. Most printer sales are done over the phone, Ms. Boob shirt.",Pam,False
37408,6,21,34,I'm going with Pam's group.,Michael,False
37409,6,21,34,Wait.,Jim,False
37410,6,21,34,Here we go.,Michael,False
37411,6,21,34,Michael. Michael.,Jim,False
37412,6,21,34,Okay.,Michael,False
37413,6,21,34,Michael.,Jim,False
37414,6,21,34,"No, guys, guys, guys. Guys, just... thank you for talking. Wish me luck.",Michael,False
37415,6,21,34,No.,Jim,False
37416,6,21,35,"What sort of movie would Rudy have been if he had just stopped, given up, after two rejections? Would have been a lot shorter. Probably been a lot funnier. But it would have ultimately been a disappointment. I still would have seen it, but that's not... the point.",Michael,False
37417,6,21,36,Kelly is disqualified!,Dwight,False
37419,6,21,36,"You said the program is not open to Caucasians. Well... anthropologically, she is Indian. Indians migrated from the caucuses region of Europe. Therefore, technically, she is Caucasian. You're welcome, America.",Dwight,False
37421,6,21,36,"Well, obviously, she is brownish. But come on, I mean, Darryl is far more ethnic.",Dwight,False
37424,6,21,38,Kelly is the only applicant.,Dwight,False
37427,6,21,38,"Oh, dear God. Okay. Don't make any decisions just yet. Okay? I'll be right back.",Dwight,False
37433,6,21,39,We should have your contract done by Thursday.,Michael,False
37435,6,21,39,Okay.,Michael,False
37437,6,21,39,"Yeah it was nice to do business with you, too.",Michael,False
37439,6,21,39,I don't know. I think so.,Michael,False
37441,6,21,39,"[whispers] Okay. So... Oh, Donna?",Michael,False
37444,6,21,39,Thank you so much.,Michael,False
37446,6,21,39,Mmm. [Donna giggles],Michael,False
37448,6,21,39,"[follows her out of office] Ahem. So, um... okay, if you have... if there's any other questions that you have...",Michael,False
37450,6,21,39,All right. All right. Bye.,Michael,False
37452,6,21,39,And have a good elevator ride.,Michael,False
37454,6,21,39,"Oh, what's that out there?",Michael,False
37455,6,21,39,"Michael, how did it go? [Michael goes in his office and closes door]",Kevin,False
37456,6,21,40,How would one of you feel if I told you I could put you on a fast track to an executive position at this company?,Dwight,False
37458,6,21,40,"I wasn't talking to you, pale-face.",Dwight,False
37460,6,21,40,What I'm offering is a ticket on a bullet train straight to middle management.,Dwight,False
37462,6,21,40,Yes.,Dwight,False
37465,6,21,40,"Speaking of rainbows, Oscar... you are kind of a double minority. Gay. So we at Sabre could really benefit from your perspective.",Dwight,False
37466,6,21,40,"Dwight, we know Kelly applied. We're not gonna cross her. No matter how good the program is.",Oscar,False
37467,6,21,40,I can protect you from Kelly. [Erin stifles laugh] Will you get out of here? Seriously. [Erin turns and leaves kitchen],Dwight,False
37469,6,21,41,"Whoa, whoa. Whoa, whoa, whoa! This is Hide Toshi Hasagawa. He would like to apply for the Sabre minority executive training program 'print in all colors' initiative.",Dwight,False
37471,6,21,41,Helping heal America in a dramatic fashion in the 11th hour.,Dwight,False
37473,6,21,41,"Caucasians, am I right? [to Hide] Have a seat. I'll translate.",Dwight,False
37475,6,21,41,You don't know what you need. Just...,Dwight,False
37478,6,21,42,"Hey, Michael. [Michael is sitting on couch outside his office] How you doing?",Pam,False
37479,6,21,42,I don't know. I don't know. Can't really trust my feelings anymore.,Michael,False
37480,6,21,42,"You know what, Michael? For what it's worth... I was wrong, too. I thought she was interested in you.",Pam,False
37481,6,21,42,She suckered you too.,Michael,False
37482,6,21,42,Mm-hmm.,Pam,False
37483,6,21,42,Was it the cleavage?,Michael,False
37484,6,21,42,"Yeah, and the shoulder cutouts.",Pam,False
37485,6,21,42,Yep.,Michael,False
37487,6,21,42,"You know, when I tore my scrote, I was, uh... I was seeing this really hot urologist about it, and thought she was into me. But now I think she was just doing a bunch of stuff to bill my HMO. You know, she's touching around down there. It's easy to get confused.",Andy,False
37489,6,21,42,God. She left this here?,Michael,False
37491,6,21,42,Okay. Maybe she wants me to return this to her at her work.,Michael,False
37492,6,21,42,What?,Jim,False
37494,6,21,42,Yeah. This could be a signal. People don't just take barrettes off.,Michael,False
37495,6,21,42,"It's not a signal. It's just a coincidence. No, it's not even a coincidence. It's just something that happened.",Oscar,False
37496,6,21,42,Michael...,Pam,False
37497,6,21,42,[hold up barrette] Well...,Michael,False
37498,6,21,42,She doesn't want you to return the barrette. She's not interested in you.,Pam,False
37499,6,21,42,"Yeah, I know. I know.",Michael,False
37500,6,21,42,I'm sorry.,Pam,False
37501,6,21,42,"I know. You're right. Thank you. Thanks everybody. [waves, returns to his office, clears throat, turns around and runs out of office]",Michael,False
37502,6,21,42,Michael! [sighs],Pam,False
37503,6,21,43,"[runs down to parking lot, sighs]",Michael,False
37505,6,21,43,Oh. You're still here. I have your baguette.,Michael,False
37512,6,21,46,"Hey, kiddo. Congratulations are in order. You deserve it. [Dwight extends his hand, but Kelly hugs him]",Dwight,False
37514,6,21,46,Oh.,Dwight,False
37516,6,21,46,Gosh. He he.,Dwight,False
37518,6,21,47,"Just once, I would like to be a puppet master and have nothing go wrong. Is that too much to ask?",Dwight,False
37519,6,21,48,You know what? Everybody told me that you weren't interested. Everybody. And I didn't believe 'em. And they were right. So... there's your barrette.,Michael,False
37521,6,21,48,Who?,Michael,False
37523,6,21,48,About what?,Michael,False
37525,6,21,48,"No, no. No.",Michael,False
37527,6,21,48,No... [they kiss again],Michael,False
37528,6,21,49,[returns to office] What happened?,Michael,False
37530,6,21,49,"Really?! Oh, that's great. That's such good news. I did it! [all look at him] I kissed. We kissed.",Michael,False
37531,6,21,49,Ooh.,Kevin,False
37533,6,21,49,"No, I'm serious. It... this happened. I went down to the parking lot and I was... I returned her barrette [holds up barrette] We ki... We did. Okay. We did. We did.",Michael,False
37534,6,21,50,You know what? It doesn't matter. Because I know it happened. And that is all that counts. [shouts] I did do it!,Michael,False
37535,6,22,1,Stop it!,Dwight,False
37536,6,22,1,Stop what?,Jim,False
37537,6,22,1,"You're talking about me in Morse Code. Well, you know what? Joke's on you 'cause I know Morse Code. Ha!",Dwight,False
37538,6,22,1,"[chuckles] Yeah. That's what we're doing. In our very limited free time and with our very limited budget, we went and got a nanny and then we went out and took a class on a very outmoded and very unnecessary form of communication just so we could talk about you in front of you.",Jim,False
37539,6,22,2,Yup. That's exactly what we did.,Jim,False
37540,6,22,2,"It all started when Dwight was tapping his foot against the leg of his desk. When I asked him to stop, he said, 'I will when you lose the baby weight.'",Pam,False
37541,6,22,3,Very well. I must have imagined it. I apologize. [Pam clacking her stapler and Jim responding with tapping his keyboard rhythmically] Detonator. Detonator where? Michael!,Dwight,False
37542,6,22,4,Jim. Are you clicking a detonator?,Michael,False
37543,6,22,4,It's a pen.,Jim,False
37544,6,22,4,"Michael, come on.",Dwight,False
37545,6,22,4,"Get back to work, Dwight. Please.",Michael,False
37546,6,22,4,Fine. [clears throat] Hey. Tap away. [Dwight puts noise-cancelling headphones on and Pam and Jim begin to blink rhythmically],Dwight,False
37547,6,22,5,"Ooh! Things with Donna are so... oh-ho-ho! They're going great. I, uh... we're just clicking on every level. Emotionally and sexually and... orally and I am not used to relationships going this well. I'm actually having trouble focusing on my job. And I like it!",Michael,False
37548,6,22,6,"Who enjoys the weekends? [all raise hands] Of course. Now the weekend is always great if you have someone, which I do. I have Donna. She is hot. She has a Pilates butt. But we need to find something to do this weekend beside have sex. Did I say that? Yes, I did. [all nod] And the reason you are here is that I need ideas for things that Donna and I could do on the weekend.  So just shout it out.",Michael,False
37550,6,22,6,Okay.,Michael,False
37552,6,22,6,"Okay, you get out of here, big dog. [high-fives Stanley] Ah, no, no, no, no. You guys sit down. I need ideas.",Michael,False
37553,6,22,6,Stanley got to go.,Pam,False
37554,6,22,6,"Yeah, well, Stanley doesn't help with anything. Come on. Shout 'em out, shout 'em out.",Michael,False
37555,6,22,6,Walk around apple orchards.,Andy,False
37556,6,22,6,Oh!,Michael,False
37557,6,22,6,Super romantic.,Andy,False
37558,6,22,6,That's fun.,Michael,False
37559,6,22,6,Eel fishing.,Dwight,False
37560,6,22,6,All right.,Michael,False
37563,6,22,6,"We actually went to the Poconos last Tuesday. We headed up there, we went to a little Chinese bistro, um, P.F. Chang's.",Michael,False
37565,6,22,6,"Because when your super-hot girlfriend says, 'I wanna go to Mount Pocono,' you go to Mount Pocono and you do her. And we screwed. Whoops. TMI.",Michael,False
37567,6,22,6,"You know what, Kelly? This is the real world. Not The Real World: Scranton. Oh my God, this is super weird. When Ryan had two girlfriends, he used to take me to some diner in Hazelton just so the other girl wouldn't see.",Michael,False
37569,6,22,6,You guys think Donna's cheating on me?,Michael,False
37570,6,22,6,"No, Michael, no.",Pam,False
37571,6,22,6,Are you nuts?,Dwight,False
37572,6,22,6,You had a nice meal with your girlfriend in a lovely place...,Pam,False
37573,6,22,6,"... and... we had sex, too.",Michael,False
37574,6,22,6,That is right. Don't make any more of it.,Pam,False
37575,6,22,6,How?,Michael,False
37576,6,22,6,How what?,Pam,False
37577,6,22,6,How do I not make any more of it?,Michael,False
37578,6,22,6,You could start by concluding this meeting.,Pam,False
37579,6,22,6,"All right.  [all stand up to leave] And she won't say, 'I love you.'",Michael,False
37580,6,22,6,"Oh, no.",Dwight,False
37581,6,22,6,How many dates have you been on?,Andy,False
37582,6,22,6,Nine dates. I said it on the second date.,Michael,False
37583,6,22,6,Mm.,Andy,False
37584,6,22,6,That seems... quick. Even for lesbians.,Oscar,False
37587,6,22,8,"Yeah, she does all that.",Michael,False
37589,6,22,8,"No, no...",Michael,False
37590,6,22,8,"Michael, do not let your imagination run amok.",Pam,False
37591,6,22,8,Run what?,Michael,False
37592,6,22,8,"Amok. It means, don't let your imagination run out of control.",Pam,False
37593,6,22,8,"Why didn't you just say that, Pam?",Michael,False
37594,6,22,8,"Michael, do not let your imagination run out of control.",Pam,False
37595,6,22,8,"Well, that's easy for you to say. You have a bad imagination. It's stupid. I live in a fantasy world.",Michael,False
37596,6,22,8,You do?,Jim,False
37597,6,22,8,"Yes, Jim, I do. And I can't stay in a relationship that is full of lies and deceit.",Michael,False
37598,6,22,8,But you didn't believe any of this was true five minutes ago.,Jim,False
37599,6,22,8,That's what makes it so wrong.,Michael,False
37600,6,22,9,"Ever since I found out that Donna might be cheating on me, I have not eaten or slept. This not knowing, that's what's killing me.",Michael,False
37601,6,22,10,"Oh, God, that tickles. What did...",Dwight,False
37602,6,22,10,[whispers] I want someone to follow Donna. I want her tailed. I need the name of a good private investigator.,Michael,False
37603,6,22,10,I think I've got one for you. [hands Michael a business card],Dwight,False
37604,6,22,10,This is you. How much do you charge?,Michael,False
37605,6,22,10,"$100 a day, plus expenses.",Dwight,False
37606,6,22,10,I'll give you $50. Money's no object.,Michael,False
37607,6,22,10,I'm just gonna warn you... and I say this to all my clients... you might not like what I find.,Dwight,False
37608,6,22,10,Okay.,Michael,False
37609,6,22,10,"And you might not like how I find it. [slides over table, leaves]",Dwight,False
37610,6,22,11,"Of course. Yeah, that's terrible. Okay, let me get back to you. Hey, Stanley. One of my clients just called and said that their Sabre printer started smoking and caught on fire.",Andy,False
37612,6,22,12,"Hey, Gabe I need to talk to you about something. It's really important.",Andy,False
37614,6,22,12,"Yeah, I don't know. Look, one of my clients called. He was in the middle of a big printing job and the back of the printer started smoking and then the paper tray caught on fire.",Andy,False
37616,6,22,12,What are we gonna do about this?,Andy,False
37618,6,22,12,Let me know what they say.,Andy,False
37620,6,22,12,What do you mean?,Andy,False
37622,6,22,12,I don't know.,Andy,False
37625,6,22,14,[sitting on his Firebird's hood in front of a gym] Hi stranger.,Dwight,False
37627,6,22,14,I work with Michael.,Dwight,False
37629,6,22,14,Dwight Schrute. [they shake hands],Dwight,False
37631,6,22,15,"All cases are solved with logic. The only logical way to find out if Donna Is a cheater is to seduce her, bring her to orgasm, then call Michael and tell him the sad news.",Dwight,False
37632,6,22,16,"That's interesting. Wow, it's a little early for ice cream, don't you think?",Jim,False
37633,6,22,16,"It's never too early for ice cream, Jim. But we didn't have any ice cream, so this is mayonnaise and black olives.",Michael,False
37634,6,22,16,Oh!...,Pam,False
37635,6,22,16,"Oh, my God",Jim,False
37636,6,22,16,"It's comfort food, all right? [disgustedly] God.",Michael,False
37637,6,22,16,"You know Michael, this whole Donna thing is gonna be okay, you just... stop beating yourself up.",Jim,False
37638,6,22,16,"I know. Well, I hope you're right. We'll see what Dwight says.",Michael,False
37639,6,22,16,Why do we have to see what Dwight says?,Pam,False
37640,6,22,16,Because I have him investigating her. I'm waiting for a text update.,Michael,False
37641,6,22,16,"Michael, no...",Jim,False
37642,6,22,16,"No, no, no, no. Undo that. Undo that.",Pam,False
37643,6,22,16,It's too late to undo it. I need to know. Otherwise this thing is going to spiral out of amok.,Michael,False
37644,6,22,16,"Michael. Okay, I'm... I'm going to talk straight to you because I think you need to hear it. Michael.",Pam,False
37645,6,22,16,"God, this is so disgusting.",Michael,False
37646,6,22,16,Stop eating it! Do you wanna be happy? Look at you. You have a major self-destructive streak in you.,Pam,False
37647,6,22,16,I know.,Michael,False
37648,6,22,16,And you kind of torpedo every romantic relationship you're in.,Pam,False
37649,6,22,16,"That's not true. [Pam stares him down] You're right, I ruin everything. And I've known some wonderful women. Holly, Carol, Jan.",Michael,False
